kabu_bps|kabu_dagri|provinsi|kabkot|id_district|id_province
9402|9102|PAPUA|JAYAWIJAYA|320|24
9403|9103|PAPUA|JAYAPURA|318|24
9404|9104|PAPUA|NABIRE|329|24
9408|9105|PAPUA|KEPULAUAN YAPEN|322|24
9409|9106|PAPUA|BIAK NUMFOR|313|24
9410|9108|PAPUA|PANIAI|331|24
9411|9107|PAPUA|PUNCAK JAYA|334|24
9412|9109|PAPUA|MIMIKA|328|24
9413|9116|PAPUA|BOVEN DIGOEL|314|24
9414|9117|PAPUA|MAPPI|326|24
9415|9118|PAPUA|ASMAT|312|24
9416|9113|PAPUA|YAHUKIMO|339|24
9417|9112|PAPUA|PEGUNUNGAN BINTANG|332|24
9418|9114|PAPUA|TOLIKARA|337|24
9419|9110|PAPUA|SARMI|335|24
9420|9111|PAPUA|KEEROM|321|24
9426|9115|PAPUA|WAROPEN|338|24
9427|9119|PAPUA|SUPIORI|336|24
9428|9120|PAPUA|MAMBERAMO RAYA|324|24
9429|9124|PAPUA|NDUGA|330|24
9430|9123|PAPUA|LANNY JAYA|323|24
9431|9121|PAPUA|MAMBERAMO TENGAH|325|24
9432|9122|PAPUA|YALIMO|340|24
9433|9125|PAPUA|PUNCAK|333|24
9434|9126|PAPUA|DOGIYAI|316|24
9435|9127|PAPUA|INTAN JAYA|317|24
9471|9171|PAPUA|KOTA JAYAPURA|319|24
